book_id,chap_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1,7.215007375364815e-05,7.215007337416408e-05,0.9986291486038813,7.215007367782848e-05,7.215007378650596e-05,7.215007314839094e-05,7.215007378039941e-05,7.21500732973725e-05,7.21500738791427e-05,7.215007215013532e-05,7.215007354748821e-05,7.215007359288778e-05,7.215007317520429e-05,7.21500735854424e-05,7.215007359944451e-05,7.215007357500028e-05,7.215007328571547e-05,7.215007380539777e-05,7.215007374686162e-05,7.215007335744052e-05
0,2,7.215007277175237e-05,7.215007323824323e-05,7.215007381515396e-05,7.215007372896539e-05,7.215007359265896e-05,7.215007364999399e-05,7.215007336363142e-05,7.215007357472728e-05,0.986501294230762,7.215007215012522e-05,7.215007351639835e-05,7.21500736124867e-05,7.215007323747962e-05,0.012200004447730922,7.215007337171172e-05,7.215007376355527e-05,7.215007327994661e-05,7.215007368138087e-05,7.215007379127384e-05,7.215007336767477e-05
0,3,6.518904891662255e-05,6.518904953329889e-05,6.518904986006607e-05,6.518904968849079e-05,6.518904978548334e-05,6.51890493074719e-05,6.51890496899119e-05,6.518904928660861e-05,6.518904968610414e-05,6.51890482399131e-05,0.9446864346765819,6.518904947983145e-05,6.518904957133224e-05,6.518904971475674e-05,6.518904959277347e-05,0.054140162433061294,6.51890492359581e-05,6.518904969822708e-05,6.518904961920157e-05,6.518904945086116e-05
0,4,5.4945055631784806e-05,5.4945055965609666e-05,0.7838734742656972,5.494505614108523e-05,5.494505633965758e-05,5.494505604897525e-05,5.494505598971845e-05,5.494505588148698e-05,0.07694189572752415,5.494505494511354e-05,5.494505633290363e-05,5.494505615033572e-05,5.494505620468942e-05,5.494505610177224e-05,5.494505609176131e-05,5.494505631967694e-05,5.4945055872763044e-05,5.4945056138119825e-05,0.12655547891808427,0.011750030192538797
0,5,5.3533191309823354e-05,5.353319148424614e-05,0.6042577529726806,5.353319189097935e-05,5.353319189668144e-05,5.353319138038461e-05,5.35331915957667e-05,5.3533191665267855e-05,5.3533191681115164e-05,5.353319057821018e-05,5.3533191594246806e-05,5.3533191445150095e-05,5.353319169566097e-05,5.353319162653383e-05,5.3533191730050365e-05,0.393356128680347,5.353319134146936e-05,0.001476054091159136,5.353319152450046e-05,5.3533191373251024e-05
0,6,5.580357210250873e-05,5.5803572383011526e-05,0.9989397321081388,5.580357252391761e-05,5.580358804548194e-05,5.58035725408143e-05,5.580357237972526e-05,5.5803572444810386e-05,5.580357254311459e-05,5.580357142861954e-05,5.5803572313977684e-05,5.5803572524098606e-05,5.580357249290647e-05,5.5803572505506734e-05,5.580357254123658e-05,5.5803572747839635e-05,5.580357264819908e-05,5.580357264839211e-05,5.5803572754418763e-05,5.58035722927595e-05
0,7,5.2798311218091254e-05,5.279831130969066e-05,0.8110810574797412,5.279831172288908e-05,5.279831166275731e-05,5.27983116060081e-05,5.2798311541816425e-05,5.279831126934338e-05,5.2798311608839865e-05,5.279831045412076e-05,5.279831155466695e-05,5.27983115198667e-05,5.2798311300552446e-05,5.279831159119756e-05,5.2798311531999184e-05,0.18796857291451843,5.279831141002028e-05,5.279831168058323e-05,5.279831145306865e-05,5.2798311304611875e-05
0,8,8.143322581908903e-05,8.143322610828713e-05,0.7304024090380776,8.143322663182215e-05,8.1433226441061e-05,8.143322633377119e-05,8.143322636776276e-05,8.143322635303665e-05,8.143322673081094e-05,8.143322475577635e-05,8.143322606914255e-05,8.143322662723434e-05,8.14332260789149e-05,0.2681317928878141,8.143322677292314e-05,8.143322667200506e-05,8.143322618464422e-05,8.143322672290882e-05,8.143322673818685e-05,8.143322670100576e-05
0,9,5.7803469014429435e-05,5.780346908258603e-05,5.780346945433856e-05,0.9989017340865365,5.7803469195814514e-05,5.7803468861446774e-05,5.780346917572489e-05,5.780346891073246e-05,5.780346943556226e-05,5.780346820812441e-05,5.780346890179835e-05,5.7803469016112164e-05,5.780346910530712e-05,5.780346928020263e-05,5.780346937569693e-05,5.7803469349887415e-05,5.7803468988772394e-05,5.78034695621186e-05,5.7803469267433135e-05,5.780346927749513e-05
0,10,4.9164208878897176e-05,4.916420941818757e-05,0.4042107121337977,4.916420963123061e-05,4.9164209752129415e-05,4.916420922249717e-05,4.916420963181619e-05,4.9164209171557976e-05,0.5630011549069511,4.9164208456296426e-05,4.916420931868096e-05,4.916420939801904e-05,4.916420946048402e-05,4.916420946198677e-05,4.916420957997715e-05,4.916420961558691e-05,4.916420924675054e-05,4.9164209683027444e-05,0.031952341399695924,4.916420962790631e-05
