book_id,chap_id,term_str,n,tf,tfidf,max_pos,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,sentiment
0,1,miserable,1,0.003236245954692557,0.007766765718086198,JJ,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0
0,1,miserably,1,0.003236245954692557,0.008033633550422681,NN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0
0,1,mistaken,1,0.003236245954692557,0.008618009749910773,VBN,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
0,1,muddy,1,0.003236245954692557,0.010511092276516459,JJ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0
0,1,murder,2,0.006472491909385114,0.015533531436172397,NN,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0
0,1,mysterious,2,0.006472491909385114,0.017552586493225737,JJ,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,1,nasty,3,0.009708737864077669,0.012291988933532474,JJ,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,-1.0
0,1,occupant,1,0.003236245954692557,0.01802542268068268,NN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,1,opponent,2,0.006472491909385114,0.03226468030815399,NN,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0
0,1,opposition,2,0.006472491909385114,0.038737172217539105,NN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0,1,panic,1,0.003236245954692557,0.005621247877560538,NN,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
0,1,planning,1,0.003236245954692557,0.006829851099332203,VBG,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,1,pleased,1,0.003236245954692557,0.0037009412738797736,JJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,police,1,0.003236245954692557,0.014789176725990123,NN,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
0,1,powerful,1,0.003236245954692557,0.00433992530043711,JJ,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
0,1,prepared,2,0.006472491909385114,0.01387437445714466,VBN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,1,president,3,0.009708737864077669,0.06378500590612571,NNP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,1,pretty,1,0.003236245954692557,0.004466119901135698,RB,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
0,1,prison,2,0.006472491909385114,0.023708511409206663,NN,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0
0,1,problem,1,0.003236245954692557,0.004797387595730124,NN,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0
0,1,public,2,0.006472491909385114,0.018572271133914926,JJ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,real,1,0.003236245954692557,0.002223988863977691,JJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,1,refused,1,0.003236245954692557,0.006521898888845666,VBD,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0
0,1,remove,2,0.006472491909385114,0.019717111017954272,VB,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0
0,1,resignation,1,0.003236245954692557,0.014239257627471313,NN,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0
0,1,responsible,1,0.003236245954692557,0.012176377625480078,JJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,1,rising,1,0.003236245954692557,0.004936768572726519,VBG,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,routine,1,0.003236245954692557,0.01802542268068268,NN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,1,rule,1,0.003236245954692557,0.009286135566957463,NN,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,1,screaming,1,0.003236245954692557,0.005703885716094963,VBG,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0
0,1,secrecy,1,0.003236245954692557,0.01006609705402476,NNP,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0,1,sentence,1,0.003236245954692557,0.008173014527419076,NN,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-1.0
0,1,shaking,1,0.003236245954692557,0.0016303120319520244,VBG,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
0,1,shiver,1,0.003236245954692557,0.013747338231209015,NN,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0
0,1,shock,1,0.003236245954692557,0.003755549100949017,NN,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0
0,1,shoulder,1,0.003236245954692557,0.0017718051627912403,NN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,1,shout,1,0.003236245954692557,0.006327332570277474,NN,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,smile,4,0.012944983818770227,0.008582071362102645,NN,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0,1,stab,1,0.003236245954692557,0.013747338231209015,NN,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.0
0,1,statement,1,0.003236245954692557,0.013302343008717316,NN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,1,strangle,1,0.003236245954692557,0.014789176725990123,VB,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0
0,1,success,1,0.003236245954692557,0.011552930771297567,NN,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,suppress,2,0.006472491909385114,0.023708511409206663,VB,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0
0,1,surprise,2,0.006472491909385114,0.006671176681054476,NN,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0,1,suspect,1,0.003236245954692557,0.01252238152165002,VB,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
0,1,terrible,3,0.009708737864077669,0.011266647302847049,JJ,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,-1.0
0,1,toothache,1,0.003236245954692557,0.024497914590067792,NN,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
0,1,top,1,0.003236245954692557,0.0009205611309666647,NN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,1,toughness,1,0.003236245954692557,0.021261668635375236,VB,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
0,1,triumph,1,0.003236245954692557,0.009286135566957463,NN,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,true,2,0.006472491909385114,0.005900609227049534,JJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
0,1,ugly,3,0.009708737864077669,0.01869902348112838,RB,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0
0,1,united,1,0.003236245954692557,0.011269879505115238,VBN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,1,unpleasant,1,0.003236245954692557,0.006521898888845666,JJ,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0
0,1,unsuccessful,1,0.003236245954692557,0.01802542268068268,JJ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0
0,1,urgent,2,0.006472491909385114,0.019319696489383767,JJ,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0
0,1,usual,1,0.003236245954692557,0.0021067714273668397,JJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,1,vanished,3,0.009708737864077669,0.007783216345184674,VBD,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.0
0,1,wait,2,0.006472491909385114,0.0042910356810513224,VB,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0,1,war,2,0.006472491909385114,0.023105861542595134,NN,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
0,1,warned,1,0.003236245954692557,0.006724927223305091,VBD,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,1,weakly,2,0.006472491909385114,0.017552586493225737,NN,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0
0,1,wear,2,0.006472491909385114,0.015028660808332442,VB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
0,1,wearily,2,0.006472491909385114,0.019319696489383767,VBD,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0
0,1,witch,1,0.003236245954692557,0.003755549100949017,NN,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0
0,1,wizard,6,0.019417475728155338,0.009991712093781713,NN,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,1,words,2,0.006472491909385114,0.0023327006000129326,NNS,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0,1,worry,4,0.012944983818770227,0.015022196403796068,VB,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0
0,1,worrying,1,0.003236245954692557,0.00946925378173535,VBG,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0
0,1,worse,1,0.003236245954692557,0.00343709051175486,JJR,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0
0,1,wretched,1,0.003236245954692557,0.014789176725990123,JJ,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0
0,2,absent,1,0.004273504273504274,0.0160790627618519,JJ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0
0,2,accomplished,1,0.004273504273504274,0.021302961998332447,JJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,2,admirable,1,0.004273504273504274,0.021302961998332447,JJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
0,2,afraid,1,0.004273504273504274,0.004815863728556495,JJ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
0,2,alive,2,0.008547008547008548,0.010361569262503112,JJ,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
0,2,allegiance,1,0.004273504273504274,0.019529297471499778,NN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,2,ally,2,0.008547008547008548,0.04485408131148364,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,2,amused,1,0.004273504273504274,0.012029778231484954,JJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,2,angry,4,0.017094017094017096,0.013255380204800719,JJ,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0
0,2,argue,1,0.004273504273504274,0.011805558488347623,VB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0,2,assist,2,0.008547008547008548,0.039058594942999555,VB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,2,attack,2,0.008547008547008548,0.012137679391677487,NN,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
0,2,bang,2,0.008547008547008548,0.016461533491933533,NN,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0
0,2,bargain,1,0.004273504273504274,0.020352567035356175,NN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,2,battled,1,0.004273504273504274,0.0323498102920126,VBD,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0
0,2,beg,1,0.004273504273504274,0.012262461069187418,VBP,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0
0,2,betrayal,1,0.004273504273504274,0.02242704065574182,NN,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0
0,2,black,6,0.02564102564102564,0.004332722360224704,JJ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0
0,2,blame,2,0.008547008547008548,0.018908577809511662,VB,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0
0,2,blaze,1,0.004273504273504274,0.018803122251660837,NN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0,2,boy,1,0.004273504273504274,0.0017953354223344694,NN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0
0,2,brilliant,1,0.004273504273504274,0.007422929889599173,JJ,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
0,2,broken,2,0.008547008547008548,0.006851891312427535,VBN,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0
0,2,calls,1,0.004273504273504274,0.017565914485870304,VBZ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
0,2,case,1,0.004273504273504274,0.0032037463500673513,NN,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0
0,2,clean,1,0.004273504273504274,0.008230766745966766,JJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
0,2,complain,1,0.004273504273504274,0.01357922301518029,VB,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0
0,2,concealed,1,0.004273504273504274,0.010982288924491232,VBN,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0
0,2,contempt,1,0.004273504273504274,0.018803122251660837,NN,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0
