term_str,0,1,2,3,4,5,6,7,8,9
deserted,-0.0032342248141185815,0.0059706040975762145,-0.011436231722258175,0.0007854034571668463,-0.008342056915135523,-0.0010548663410977336,0.00614083677157869,0.0021924253825521393,-0.0007651006661338632,-0.002814589360109942
leg,-0.0032896382537696976,0.008706854743887757,0.017990996815367304,0.010329787091401135,0.045347616809469866,-0.011647082804702934,0.08866051735801048,0.03526896420372003,-0.042176846342612435,-0.012736275482360442
hastily,0.01083703228357296,-0.027023070868515308,-0.014829549709172296,-0.018365558599507423,-0.03129262850054271,-0.0473712001471833,-4.4530064025518376e-05,0.00206127498089567,0.010031685422380114,0.01938038815272581
screamed,-0.006199367691391874,0.011961395287499451,0.03163748174526357,0.050655907931105096,0.023031735247705114,0.012732758379848521,0.02037459689123873,-0.008890442360658394,-0.005440353523218623,-0.007965488089023531
step,-0.0035204026200809898,0.013304270934894348,0.009062258098604599,0.015527993494360546,-0.010867521646925048,0.01444519922106217,0.02484318124271539,0.009272517748146967,-0.013052277615148532,-0.027280210210485416
hot,0.003978515920040451,-0.0038227410340377203,0.008452091083736075,0.0019108131812512882,-0.004426730658003631,0.006678978461136885,-0.004674008183129761,-0.007141289693875137,0.005581035012019982,-0.014190887295105491
placed,-0.005930343720013419,0.012399416549633497,0.005909149406540203,0.0035820867409502894,-0.03237001937258421,0.0001124101419034635,0.006536974577003658,-0.013205799596272574,-0.005208975747650231,0.0009597400706595821
spotted,0.008455008348026441,-0.003033452315327279,-0.023478300191874253,-0.010854818633461027,0.02455687748997596,0.01648529597537242,-0.007863163241162293,0.013523283535905125,-0.008392316518454882,-0.016354437394051666
huge,0.006786128889142606,-0.00526053155539454,0.003508152755382382,-0.008546821922352192,0.033717934717927604,0.0090727299390829,0.020082997319589905,0.020808135782794026,-0.029437855076823772,-0.022849169267885768
bellowed,-0.005657549776830092,0.008764236880579136,0.009930946465055285,0.023052012478880956,0.011156455571436998,-0.0008037287161331121,0.02424365816342877,-0.033476566190858086,0.023399814398698777,-0.0075096721762908485
surely,-0.002677250154561492,0.006836803371155043,0.0014070252014202764,0.0028231186426716597,-0.02605249247458643,-0.002431343904926842,-0.02101507504223886,0.016523841558617632,-0.018629842079222782,0.0059093489618111915
gazing,-0.0017950224183110955,0.003900905643638662,-0.008326262845411615,0.009547680867955896,-0.0031257158953176497,-0.01262098975743975,0.0006688550176183611,-0.029138282138883986,0.016529035483965945,0.0036246806172948245
tight,-0.0047480857225877075,0.0134989503449724,0.009957597439842467,0.008577701547157994,0.013110850621891967,0.011228558181963883,0.025269478222692557,0.008876423924067076,-0.0019114323044983042,0.003370959238473965
shoulders,0.00300393835253348,0.006373450822411206,0.0014422705182221564,0.008176078145285289,0.01735137436105589,-0.0025943008049406453,0.003701541651121781,-0.0018642244901381738,0.013636410621728339,-0.002285769086829561
pressed,0.0012447823083198881,0.00455356317062976,0.013959812353421369,-0.010259891437102448,-0.008543696035287892,-0.0011321607753572729,0.002199708502196665,0.00661815813046887,-0.020742686210079617,0.0025421102940264544
worth,0.0027554900018854876,0.0022420141937046414,-0.01752207041020464,-0.02266511801568227,0.004042819905014734,0.011036175399974766,-0.002925207499836907,0.010922952649345003,-0.015110996205884178,-0.002893080977483083
halt,-0.005225468939109196,0.0005505457746918265,0.006295124104185884,0.009818417849522173,-0.0040019421424335,-0.015351186025277542,0.0021045220929960906,0.004475554575509018,0.015760227518653313,-0.031361380102809054
helped,-0.0023586085542249384,0.00839799614288445,0.030997158007823176,-0.0032314272552014926,-0.016436250880705938,0.015650820221094926,0.013329816713028632,0.01958659450720573,-0.019905740247277003,0.01358826001059234
horror,0.008372990117123778,-0.018121612428185677,-0.00014776103422166781,-0.005388459352824277,0.012748484329727297,0.021264014316973105,0.004264058294157772,-0.0019539783005731635,-0.03386503149957419,0.0036091880453839086
swept,-0.003930063968157036,-0.005870858330355759,-0.024152316205297467,-0.0071840549921761915,-0.021332703309676845,-0.008204718565485295,0.007233819254451462,-0.006242644158303851,0.009547801546611176,-0.01746593772243805
visit,0.0010517239743960114,-0.002975485125807121,0.005834188211367341,-0.025179516566432403,0.0011379268677440362,0.00131936026635741,-0.010310662734695962,0.005484963141823491,-0.012681878367628897,0.03231662167776369
