book_id,chap_id,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,sentiment
0,1,0.3218390804597701,0.25287356321839083,0.25287356321839083,0.4425287356321839,0.16666666666666666,0.367816091954023,0.1896551724137931,0.28160919540229884,-0.25862068965517243
0,2,0.32954545454545453,0.25,0.2159090909090909,0.3522727272727273,0.23863636363636365,0.30113636363636365,0.1875,0.2784090909090909,-0.2556818181818182
0,3,0.29878048780487804,0.21951219512195122,0.25,0.40853658536585363,0.21341463414634146,0.34146341463414637,0.21341463414634146,0.25609756097560976,-0.25609756097560976
0,4,0.29901960784313725,0.22549019607843138,0.23039215686274508,0.36764705882352944,0.27450980392156865,0.29901960784313725,0.1715686274509804,0.3284313725490196,-0.06862745098039216
0,5,0.26380368098159507,0.2883435582822086,0.20245398773006135,0.3312883435582822,0.27607361963190186,0.3067484662576687,0.20245398773006135,0.3312883435582822,-0.03680981595092025
0,6,0.2391304347826087,0.31521739130434784,0.2391304347826087,0.29891304347826086,0.2826086956521739,0.30434782608695654,0.20108695652173914,0.30434782608695654,-0.10869565217391304
0,7,0.2751322751322751,0.2698412698412698,0.21164021164021163,0.2962962962962963,0.2962962962962963,0.291005291005291,0.20105820105820105,0.2804232804232804,-0.10052910052910052
0,8,0.31654676258992803,0.2158273381294964,0.2014388489208633,0.2949640287769784,0.2733812949640288,0.2805755395683453,0.18705035971223022,0.3237410071942446,-0.1079136690647482
0,9,0.27167630057803466,0.31213872832369943,0.23699421965317918,0.2658959537572254,0.35260115606936415,0.2658959537572254,0.1791907514450867,0.3179190751445087,-0.023121387283236993
0,10,0.335,0.225,0.27,0.395,0.225,0.33,0.135,0.23,-0.325
0,11,0.3409090909090909,0.23863636363636365,0.25,0.375,0.2159090909090909,0.3465909090909091,0.1875,0.25,-0.26704545454545453
0,12,0.3776223776223776,0.20279720279720279,0.2517482517482518,0.3706293706293706,0.1958041958041958,0.3356643356643357,0.16783216783216784,0.25874125874125875,-0.2727272727272727
0,13,0.2777777777777778,0.2611111111111111,0.2388888888888889,0.34444444444444444,0.26666666666666666,0.2777777777777778,0.20555555555555555,0.3333333333333333,-0.12222222222222222
